program,sw_time
14943.c,70089.35213088989
14944.c,68960.15405654907
14945.c,72073.48346710205
14946.c,69295.46594619751
14947.c,68737.81681060791
14948.c,69208.84847640991
14949.c,67726.74322128296
14950.c,68595.93391418457
14951.c,69282.56750106812
14952.c,68901.12161636353
14953.c,68637.54987716675
14954.c,68728.99532318115
14955.c,69004.04691696167
14956.c,68879.28247451782
14957.c,70949.8405456543
14958.c,69967.29373931885
14959.c,69141.04223251343
14960.c,69961.3094329834
14961.c,69131.99424743652
14962.c,69067.04902648926
14963.c,69085.13307571411
14964.c,68812.02459335327
14965.c,70431.56623840332
14966.c,69669.6400642395
14967.c,68632.0424079895
14968.c,73343.90878677368
14969.c,69154.28638458252
14970.c,68962.51440048218
14972.c,68989.2053604126
14973.c,70589.36357498169
14974.c,69073.56977462769
14975.c,69276.26132965088
14976.c,69478.46412658691
14977.c,69380.80787658691
14978.c,69836.68804168701
14979.c,69158.42294692993
14980.c,71225.09479522705
14981.c,70186.15007400513
14982.c,69371.90294265747
14983.c,69096.41027450562
14984.c,70360.57710647583
14985.c,69406.33058547974
14987.c,69315.37389755249
14988.c,70941.59126281738
14989.c,73960.91222763062
14990.c,69162.55950927734
14991.c,69595.03889083862
14992.c,69136.21425628662
14993.c,70104.5036315918
14994.c,68838.58442306519
14995.c,72739.37463760376
14996.c,69422.98412322998
14997.c,69794.4164276123
14998.c,68868.94702911377
14999.c,69293.88046264648
15000.c,69669.44932937622
15001.c,70142.5313949585
15002.c,69778.56159210205
15003.c,70109.14087295532
15004.c,69377.50577926636
15005.c,70101.5830039978
15006.c,69518.57805252075
15007.c,69293.76125335693
15008.c,69402.87351608276
15009.c,67970.82424163818
15010.c,70302.98709869385
15011.c,70084.3334197998
15012.c,69407.83262252808
15013.c,68992.28096008301
15014.c,68825.05416870117
15015.c,69312.64400482178
15016.c,68970.96633911133
15017.c,70614.63594436646
15018.c,69187.00933456421
15019.c,69223.04630279541
15020.c,69666.92209243774
15021.c,69006.86025619507
15022.c,69453.56130599976
15023.c,69789.40963745117
15024.c,70641.76797866821
15025.c,70161.6644859314
15026.c,68827.9390335083
15027.c,74023.15139770508
15028.c,69575.20246505737
15029.c,68923.18725585938
15030.c,69102.53763198853
15031.c,70195.68681716919
15032.c,69726.72939300537
15033.c,69138.44347000122
15034.c,69217.31233596802
15035.c,69455.98125457764
15036.c,69089.03121948242
15037.c,69462.72850036621
15038.c,69357.33556747437
15039.c,70206.26068115234
15040.c,69163.95425796509
15041.c,80596.98343276978
15042.c,71430.21821975708
15043.c,69084.72776412964
15044.c,69470.44134140015
15045.c,70987.02192306519
15046.c,76028.50198745728
15047.c,69490.87381362915
15048.c,70681.83422088623
15049.c,69269.7525024414
15050.c,69105.5178642273
15051.c,69917.51194000244
15052.c,70270.65753936768
15053.c,70558.98904800415
15054.c,69213.11616897583
15055.c,69396.48389816284
15056.c,69045.40061950684
15057.c,70001.18494033813
15058.c,69026.66091918945
15059.c,69106.25696182251
15060.c,70475.98361968994
15061.c,71961.1406326294
15062.c,68555.46236038208
15063.c,68782.2699546814
15064.c,68930.3994178772
15065.c,68791.54443740845
15066.c,69204.31852340698
15067.c,70256.60276412964
15068.c,67887.66384124756
15069.c,69120.50247192383
15070.c,69813.64488601685
15071.c,69064.48602676392
15072.c,69159.05475616455
15073.c,69426.47695541382
15074.c,70189.89324569702
15075.c,68722.51033782959
15076.c,68994.89164352417
15077.c,69147.64642715454
15078.c,68694.30541992188
15079.c,71644.16313171387
15080.c,68853.4140586853
15081.c,70610.70203781128
15082.c,72345.57867050171
15083.c,67631.44731521606
15084.c,74883.35371017456
15085.c,70412.46891021729
15086.c,69173.90823364258
15087.c,68940.63949584961
15089.c,69679.36754226685
15090.c,69809.48448181152
15091.c,68947.4105834961
15092.c,69858.88481140137
15093.c,68746.96016311646
15094.c,68869.75765228271
15095.c,69343.78147125244
15096.c,68635.61868667603
15097.c,69959.86700057983
15098.c,69164.81256484985
15099.c,69638.93175125122
15100.c,69131.49356842041
15101.c,69874.08399581909
15102.c,70770.14446258545
15104.c,68910.86101531982
15105.c,68752.63452529907
15106.c,69410.50291061401
15107.c,69197.46398925781
15108.c,71893.91851425171
15109.c,69046.05627059937
15110.c,68901.8964767456
15111.c,69118.8097000122
15112.c,71673.25019836426
15113.c,69507.01475143433
15114.c,68580.24597167969
15115.c,68789.23177719116
15116.c,69616.49656295776
15117.c,70411.16952896118
15118.c,69644.57035064697
15119.c,74040.22216796875
15120.c,65681.85091018677
15121.c,67159.04474258423
15122.c,69820.04642486572
15123.c,67720.06750106812
15124.c,67842.9365158081
15125.c,67590.54660797119
15126.c,115858.96015167236
15127.c,68055.78470230103
15128.c,73269.9990272522
15129.c,69308.82930755615
15130.c,69162.30916976929
15131.c,71858.07228088379
15132.c,72584.34295654297
15133.c,74894.33288574219
15135.c,71402.89545059204
15136.c,82151.44872665405
15137.c,107358.83712768555
15138.c,81775.98714828491
15139.c,67153.000831604
15140.c,68774.87897872925
15141.c,68108.35599899292
15142.c,69658.37478637695
15143.c,68276.2861251831
15144.c,68282.6042175293
15145.c,68163.6095046997
15146.c,95720.31497955322
15147.c,68791.38946533203
15148.c,66905.60579299927
15149.c,67078.64999771118
15150.c,68580.13868331909
15151.c,70440.60230255127
15152.c,67653.89442443848
15153.c,67992.7110671997
15154.c,68899.21426773071
15155.c,63517.20094680786
15156.c,61626.553535461426
15157.c,62539.21985626221
15158.c,61961.88926696777
15159.c,62070.8703994751
15160.c,99022068.90583038
15161.c,84899.59239959717
15162.c,68573.91595840454
15163.c,69798.57683181763
15164.c,63635.01548767089
15165.c,70581.51960372925
15166.c,74245.51248550415
15167.c,68301.260471344
15168.c,67921.48351669312
15169.c,66944.24152374268
15170.c,64516.68739318848
15171.c,66941.59507751465
15172.c,68025.25520324707
15173.c,68979.48980331421
15174.c,71068.9902305603
15175.c,67321.81310653687
15176.c,72630.09548187256
15177.c,69398.86808395386
15178.c,77074.75423812866
15179.c,72116.66107177734
15180.c,71653.6283493042
15181.c,72692.35849380493
15182.c,68677.77109146118
15183.c,69385.87427139282
15184.c,70207.59582519531
15185.c,70856.67848587036
15186.c,69885.84995269775
15187.c,72756.2665939331
15188.c,79518.9380645752
15189.c,83828.50885391235
15190.c,69979.66766357422
15191.c,69396.75807952881
15192.c,65827.31008529663
15193.c,68049.0493774414
15194.c,82662.4870300293
15195.c,74960.48212051392
15196.c,74684.35764312744
15197.c,69070.37496566772
15199.c,75783.53881835938
15200.c,69523.70405197144
15201.c,69443.01128387451
15202.c,70472.03779220581
15203.c,70996.63019180298
15204.c,73302.00672149658
15205.c,76292.51480102539
15206.c,71622.46704101562
15207.c,67815.93561172485
15208.c,68348.78921508789
15209.c,70916.9864654541
15210.c,68455.91068267822
15211.c,67980.4801940918
15212.c,67949.99837875366
15213.c,68444.01359558105
15214.c,66944.74220275879
15215.c,67580.5926322937
15216.c,67779.0880203247
15217.c,69093.96648406982
15218.c,68530.78603744507
15219.c,68435.29939651489
15220.c,67751.93214416504
15221.c,68219.14911270142
15222.c,67867.37442016602
15223.c,68142.12799072266
15224.c,69273.42414855957
15225.c,68749.42779541016
15226.c,68024.20616149902
15227.c,67742.89608001709
15228.c,67405.02119064331
15229.c,67456.62689208984
15230.c,68184.82875823975
15231.c,71729.06398773193
15232.c,67717.34952926636
15233.c,67908.6446762085
15234.c,67840.2304649353
15235.c,68088.37652206421
15236.c,67831.77852630615
15237.c,67898.40459823608
15238.c,68534.67226028442
15239.c,69076.31158828735
15241.c,67895.12634277344
15242.c,68680.47714233398
15243.c,67830.22880554199
15244.c,70284.56926345825
15245.c,68527.42433547974
15246.c,68289.39914703369
15249.c,69151.73530578613
15250.c,68244.64797973633
15251.c,68763.84019851685
15252.c,68111.52696609497
15253.c,70479.2857170105
15254.c,67564.29672241211
15255.c,67981.73189163208
15256.c,68909.76428985596
15257.c,67597.69916534424
15259.c,67985.82077026367
15261.c,70409.095287323
15262.c,68046.39101028442
15263.c,107428.70569229126
15264.c,67629.6591758728
15265.c,69050.26435852051
15266.c,68933.54654312134
15267.c,68513.7391090393
15268.c,68746.45948410034
15269.c,68315.10066986084
15270.c,68696.77305221558
15272.c,68128.1328201294
15273.c,68556.02264404297
15274.c,71985.18514633179
15275.c,68480.18169403076
15276.c,68890.95306396484
15278.c,68088.17386627197
15279.c,67912.79315948486
15280.c,68369.460105896
15281.c,68410.51578521729
15282.c,68770.6708908081
15283.c,67665.55309295654
15284.c,68809.81922149658
15285.c,67813.47990036011
15286.c,68326.67589187622
15287.c,68505.81169128418
15288.c,68149.87659454346
15289.c,69497.59721755981
15290.c,68544.53086853027
15291.c,69288.45643997192
15292.c,68624.6395111084
15293.c,68019.83118057251
15294.c,67566.27559661865
15295.c,68041.6464805603
15296.c,69395.60174942017
15297.c,68736.75584793091
15298.c,69389.85586166382
15299.c,68566.25080108643
15300.c,67890.51294326782
15301.c,67948.56786727905
15302.c,82568.99118423462
15303.c,69309.78298187256
15304.c,68488.32368850708
15305.c,78367.79356002808
15306.c,68738.0313873291
15307.c,67593.59836578369
15308.c,67662.0364189148
15309.c,94631.05201721191
15310.c,68836.71283721924
15311.c,83358.60967636108
15312.c,67920.66097259521
15313.c,68275.89273452759
15315.c,68064.46313858032
15316.c,68095.6482887268
15317.c,82175.36211013794
15318.c,68767.4880027771
15319.c,67732.4891090393
15320.c,67750.03671646118
15321.c,68149.94812011719
15322.c,68356.89544677734
15323.c,67913.97333145142
15324.c,68111.55080795288
15325.c,69297.69515991211
15326.c,68211.60316467285
15327.c,68576.61008834839
15329.c,70025.9804725647
15330.c,67757.40385055542
15331.c,68458.77170562744
15332.c,68377.48289108276
15333.c,67695.22428512573
15334.c,68320.5246925354
15335.c,68257.09342956543
15336.c,111243.85595321655
15337.c,68378.79419326782
15338.c,68421.44727706909
15339.c,78386.58094406128
15340.c,69411.08703613281
15341.c,68510.84232330322
15342.c,69416.59450531006
15343.c,68653.2974243164
15344.c,68466.98522567749
15345.c,82199.58543777466
15346.c,67938.55428695679
15347.c,69455.4090499878
15348.c,68177.73580551147
15349.c,69111.78827285767
15350.c,67263.82970809937
15351.c,67763.07821273804
15352.c,68495.23782730103
15353.c,68448.66275787354
15354.c,68303.5135269165
15355.c,69830.5606842041
15356.c,68680.47714233398
15357.c,70071.91181182861
15358.c,68581.74800872803
15359.c,68347.26333618164
15360.c,68161.08226776123
15361.c,71761.71541213989
15362.c,69071.35248184204
15363.c,68500.24461746216
15364.c,68233.91914367676
15366.c,67920.982837677
15367.c,68271.18396759033
15368.c,68322.67045974731
15369.c,68492.98477172852
15370.c,69399.21379089355
15371.c,68321.2161064148
15372.c,67897.54629135132
15373.c,70074.42712783813
15374.c,67665.79151153564
15375.c,68339.92004394531
15376.c,67952.10838317871
15377.c,69179.0223121643
15378.c,68431.37741088867
15379.c,71734.64298248291
15380.c,68691.1940574646
15381.c,68249.09448623657
15382.c,67787.57572174072
15383.c,67568.42136383057
15384.c,67922.92594909668
15385.c,67548.85911941528
15386.c,68665.17066955566
15387.c,68959.46264266968
15388.c,68363.20161819458
15389.c,68216.97950363159
15390.c,68217.3490524292
15391.c,67764.56832885742
15392.c,69657.92179107666
15393.c,67897.95160293579
15394.c,68163.99097442627
15395.c,68980.9799194336
15396.c,67845.48759460449
15397.c,67902.24313735962
15398.c,68303.97844314575
15399.c,72080.45721054077
15400.c,67995.02372741699
15401.c,68008.3155632019
15402.c,70396.4352607727
15403.c,67887.40158081055
15404.c,68146.21686935425
15405.c,67976.00984573364
15406.c,68325.84142684937
15407.c,68434.90600585938
15408.c,68733.13188552856
15409.c,71541.10670089722
15410.c,68026.35192871094
15411.c,67735.70775985718
15412.c,68427.574634552
15413.c,84861.3977432251
15414.c,68353.09267044067
15415.c,82983.88719558716
15416.c,68393.2900428772
15417.c,68158.74576568604
15418.c,67657.49454498291
15419.c,81777.35805511475
15420.c,68577.3491859436
15421.c,68252.3250579834
15423.c,68994.64130401611
15424.c,68441.20025634766
15425.c,68483.47187042236
15426.c,68274.14035797119
15427.c,67872.13087081909
15428.c,71784.04331207275
15429.c,71127.30741500854
15430.c,71414.5302772522
15431.c,68662.17851638794
15432.c,67723.2027053833
15433.c,68703.56798171997
15434.c,68037.4264717102
15435.c,68038.55895996094
15436.c,69529.7122001648
15438.c,67846.14324569702
15439.c,67960.26229858398
15440.c,69571.78115844727
15441.c,66723.83546829224
15442.c,68026.50690078735
15443.c,68190.87266921997
15444.c,68635.84518432617
15445.c,68114.01844024658
15446.c,68293.46418380737
15447.c,68679.940700531
15448.c,68296.74243927002
15449.c,67607.40280151367
15450.c,68202.87704467773
15451.c,68360.82935333252
15452.c,68120.71800231934
15453.c,68947.87549972534
15454.c,68461.06052398682
15455.c,68111.00244522095
15456.c,67955.25550842285
15457.c,67490.27967453003
15458.c,68443.45331192017
15459.c,69096.04072570801
15460.c,69672.47724533081
15461.c,67845.0345993042
15462.c,68465.87657928467
15463.c,68823.36139678955
15464.c,68080.11531829834
15465.c,68090.35539627075
15466.c,69565.42730331421
15467.c,66888.26084136963
15468.c,68716.84789657593
15469.c,67700.63638687134
15470.c,67572.06916809082
15471.c,67632.01951980591
15472.c,67884.8385810852
15473.c,68480.22937774658
15474.c,68455.6245803833
15475.c,69496.44088745117
15476.c,69269.91939544678
15477.c,67826.36642456055
15478.c,68347.47791290283
15479.c,68390.83433151245
15480.c,67928.4930229187
15481.c,70177.09016799927
15482.c,68340.03925323486
15483.c,67896.53301239014
15484.c,68624.43685531616
15485.c,69767.70162582397
15486.c,66533.06484222412
15487.c,69457.47137069702
15488.c,68535.60209274292
15489.c,68327.80838012695
15490.c,69266.89147949219
15491.c,69050.57430267334
15492.c,68160.36701202393
15493.c,69120.55015563965
15494.c,68525.01630783081
15495.c,68626.64222717285
15496.c,67645.9789276123
15497.c,67651.04532241821
15498.c,68015.19393920898
15499.c,67631.38771057129
15501.c,67949.43809509277
15503.c,78241.98007583618
15504.c,67734.65871810913
15505.c,68697.90554046631
15506.c,71054.06522750854
15507.c,68344.98643875122
15508.c,67963.99354934692
15509.c,67753.29113006592
15510.c,67574.58448410034
15511.c,67464.99538421631
15512.c,68842.55409240723
15513.c,68599.90358352661
15514.c,68485.87989807129
15515.c,69009.268283844
15516.c,68303.8592338562
15517.c,68680.33409118652
15518.c,68101.04846954346
15519.c,69101.59587860107
15520.c,72250.68807601929
15521.c,68147.42088317871
15522.c,69169.23522949219
15523.c,68113.51776123047
15524.c,70520.55597305298
15525.c,68608.42704772949
15527.c,69003.28397750854
15528.c,57513.248920440674
15529.c,68187.09373474121
15530.c,67888.84401321411
15531.c,67728.40023040771
15532.c,68597.68629074097
15533.c,69602.19144821167
15535.c,68350.25548934937
15536.c,69161.5343093872
15537.c,68476.59349441528
15538.c,68290.37666320801
15539.c,68237.11395263672
15540.c,68119.50206756592
15541.c,68310.32037734985
15542.c,67907.04727172852
15543.c,69013.1664276123
15544.c,68583.36925506592
15545.c,67960.44111251831
15546.c,68709.397315979
15547.c,68414.8907661438
15548.c,112066.04242324829
15549.c,69870.56732177734
15550.c,70881.03294372559
15552.c,66737.19882965088
15553.c,72098.57702255249
15554.c,68511.962890625
15555.c,69357.71703720093
15556.c,83928.17974090576
15557.c,68372.86949157715
15558.c,70223.71292114258
15559.c,68686.90252304077
15560.c,68626.83296203613
15561.c,68574.70273971558
15562.c,68836.46249771118
15563.c,67958.10461044312
15564.c,68909.25168991089
15565.c,68807.5065612793
15566.c,68351.20916366577
15567.c,68386.08980178833
15568.c,69234.4069480896
15569.c,68156.6596031189
15570.c,68030.61962127686
15571.c,68057.4893951416
15572.c,69740.66495895386
15573.c,67723.47688674927
15574.c,68309.05675888062
15575.c,69864.33267593384
15576.c,81497.51424789429
15577.c,66476.9172668457
15578.c,67910.36128997803
15579.c,68427.97994613647
15580.c,69365.27490615845
15581.c,69965.91091156006
15582.c,69965.39831161499
15583.c,67947.72148132324
15584.c,70194.28014755249
15585.c,69440.67478179932
15586.c,67725.28886795044
15587.c,70938.92097473145
15589.c,68496.89483642578
15590.c,68130.58853149414
15591.c,67758.92972946167
15592.c,67712.6407623291
15593.c,70090.48461914062
15594.c,66658.52069854736
15595.c,72328.13835144043
15596.c,70273.72121810913
15597.c,67964.36309814453
15598.c,67902.57692337036
15599.c,68295.7649230957
15600.c,68326.91431045532
15601.c,67900.4430770874
15602.c,67868.0419921875
15603.c,68020.70140838623
15604.c,68392.43173599243
15605.c,68397.7484703064
15606.c,68983.69789123535
15607.c,68313.90857696533
15608.c,67384.5887184143
15609.c,72315.2756690979
15610.c,68275.11787414551
15611.c,68065.86980819702
15612.c,68803.51305007935
15613.c,67930.16195297241
15614.c,68143.80884170532
15615.c,68258.59546661377
15616.c,67992.63954162598
15617.c,68921.74482345581
15618.c,67697.16739654541
15619.c,68358.7908744812
15620.c,69826.3168334961
15621.c,70361.328125
15623.c,66846.16804122925
15624.c,67858.01649093628
15625.c,69480.57413101196
15626.c,70593.35708618164
15627.c,68514.13249969482
15628.c,68205.35659790039
15629.c,67853.33156585693
15630.c,67811.65599822998
15631.c,68159.43717956543
15632.c,68784.67798233032
15633.c,68461.1439704895
15634.c,68530.71451187134
15635.c,68051.33819580078
15636.c,68154.58536148071
15637.c,68389.85681533813
15638.c,67860.24570465088
15639.c,67925.85849761963
15640.c,68671.97751998901
15641.c,68032.34815597534
15642.c,68249.55940246582
15643.c,68207.55004882812
15645.c,68185.34135818481
15646.c,67522.63307571411
15647.c,67575.01363754272
15648.c,68884.87339019775
15649.c,68189.1918182373
15650.c,67701.54237747192
15651.c,71187.0551109314
15652.c,69143.97478103638
15653.c,83039.20030593872
15654.c,68115.50855636597
15655.c,68853.54518890381
15656.c,68364.48907852173
15657.c,67920.04108428955
15658.c,68991.42265319824
15659.c,82365.882396698
15660.c,68313.82513046265
15661.c,68246.94871902466
15662.c,68624.22227859497
15663.c,68234.55095291138
15664.c,68057.62052536011
15665.c,67747.67637252808
15666.c,68284.39235687256
15667.c,66913.73586654663
15668.c,70086.68184280396
15669.c,66727.49519348145
15670.c,68857.82480239868
15671.c,68819.9520111084
15672.c,68313.00258636475
15673.c,68032.97996520996
15674.c,68374.59802627563
15675.c,67930.97257614136
15676.c,68954.71811294556
15677.c,71300.13704299927
15678.c,67835.7720375061
15679.c,67919.19469833374
15680.c,68266.36791229248
15681.c,67675.36401748657
15682.c,68593.45436096191
15683.c,68100.91733932495
15684.c,71322.27420806885
15685.c,68394.63710784912
15686.c,68216.01390838623
15687.c,81905.80606460571
15688.c,68783.73622894287
15689.c,79975.54540634155
15690.c,68256.15167617798
15691.c,71739.56632614136
15692.c,82759.33265686035
15693.c,69171.19026184082
15694.c,72421.25272750854
15695.c,68070.65010070801
15697.c,81871.35457992554
15698.c,68401.7539024353
15699.c,74723.99473190308
15700.c,68295.89605331421
15701.c,92148.87619018555
15702.c,67929.17251586914
15703.c,68217.70668029785
15704.c,68481.43339157104
15705.c,68462.37182617188
15706.c,69197.4401473999
15708.c,68173.6946105957
15709.c,82131.68382644653
15710.c,68800.02021789551
15711.c,120615.7922744751
15712.c,72029.20913696289
15713.c,72435.97507476807
15714.c,69503.64112854004
15715.c,68006.01482391357
15716.c,69407.83262252808
15717.c,68370.87869644165
15718.c,67740.20195007324
15719.c,73058.91513824463
15720.c,68820.21427154541
15721.c,66799.8194694519
15722.c,72147.97735214233
15723.c,68563.28248977661
15724.c,67521.4171409607
15725.c,68146.27647399902
15727.c,68463.86194229126
15728.c,68367.74349212646
15729.c,68325.25730133057
15730.c,68514.47820663452
15731.c,67820.25098800659
15732.c,68371.91581726074
15733.c,68748.50988388062
15734.c,82036.54289245605
15735.c,68384.38510894775
15736.c,68908.3456993103
15737.c,68329.23889160156
15738.c,68539.54792022705
15739.c,69442.10529327393
15740.c,70287.09650039673
15741.c,67838.94300460815
15742.c,68892.0259475708
15743.c,68775.28429031372
15744.c,68414.48545455933
15745.c,68395.60270309448
15746.c,82890.66553115845
15747.c,70483.5057258606
15748.c,67285.06088256836
15749.c,68168.0679321289
15750.c,71559.76295471191
15751.c,68212.81909942627
15752.c,96449.14865493774
15753.c,69053.59029769897
15754.c,68599.52211380005
15755.c,68365.97919464111
15756.c,69631.12354278564
15757.c,69069.504737854
15758.c,68556.27298355103
15759.c,68730.79538345337
15760.c,68340.1107788086
15761.c,68052.78062820435
15762.c,68478.44123840332
15763.c,69424.70073699951
15764.c,70424.86667633057
15765.c,68049.56197738647
15766.c,68343.15061569214
15767.c,68437.86239624023
15768.c,67829.51354980469
15769.c,69001.66273117065
15770.c,68995.51153182983
15771.c,69827.83079147339
15772.c,69088.92393112183
15773.c,69812.77465820312
15774.c,68730.33046722412
15775.c,68563.77124786377
15776.c,111265.83814620972
15777.c,72442.19779968262
15778.c,69390.20156860352
15779.c,71244.8000907898
15781.c,72414.4458770752
15782.c,68593.87159347534
15783.c,67907.0234298706
15784.c,81792.59300231934
15785.c,66992.10405349731
15786.c,70322.25131988525
15787.c,68502.4619102478
15788.c,69081.83097839355
15789.c,69257.33089447021
15790.c,68137.53843307495
15791.c,69687.4737739563
15792.c,67854.16603088379
15793.c,69084.85889434814
15794.c,66898.7512588501
15795.c,68739.42613601685
15796.c,68307.91234970093
15797.c,69560.56356430054
15798.c,68111.16933822632
15799.c,68280.60150146484
15800.c,68857.55062103271
15801.c,69332.01551437378
15802.c,68537.53328323364
15803.c,68236.54174804688
15804.c,68315.3748512268
15805.c,68306.85138702393
15806.c,68445.82557678223
15807.c,68293.59531402588
15808.c,69258.99982452393
15809.c,68529.09326553345
15810.c,68181.77700042725
15812.c,67939.68677520752
15813.c,67842.3523902893
15814.c,68508.94689559937
15816.c,68392.51518249512
15817.c,72492.79022216797
15818.c,68196.1178779602
15819.c,68404.55532073975
15820.c,68371.4509010315
15821.c,67885.7684135437
15822.c,71508.72945785522
15823.c,67895.49589157104
15824.c,68887.74633407593
15825.c,70220.50619125366
15826.c,68369.47202682495
15827.c,68276.41725540161
15828.c,68366.44411087036
15829.c,68835.6876373291
15830.c,67966.98570251465
15831.c,71755.81455230713
15832.c,68102.13327407837
15833.c,66697.72863388062
15834.c,71099.10249710083
15835.c,69169.71206665039
15837.c,68037.80794143677
15838.c,68534.9702835083
15839.c,68398.5710144043
15840.c,68880.24806976318
15841.c,68084.16843414307
15842.c,68122.25580215454
15843.c,69539.43967819214
15844.c,68469.63167190552
15845.c,68980.80110549927
15847.c,68369.06671524048
15848.c,68662.73880004883
15849.c,69190.01340866089
15850.c,68782.38916397095
15851.c,95701.18188858032
15853.c,71396.29125595093
15854.c,68167.57917404175
15855.c,68590.45028686523
15856.c,69260.0965499878
15857.c,68373.82316589355
15858.c,67915.7018661499
15859.c,68147.31359481812
15860.c,68320.93000411987
15861.c,68789.541721344
15862.c,75137.82978057861
15863.c,71747.91097640991
15864.c,68687.59393692017
15865.c,69226.4199256897
15866.c,70099.18689727783
15867.c,68213.8442993164
15868.c,67739.64166641235
15869.c,67864.70413208008
15870.c,69222.87940979004
15871.c,82248.66390228271
15872.c,68392.98009872437
15873.c,67676.04351043701
15874.c,68432.64102935791
15875.c,68005.4783821106
15876.c,66668.0097579956
15877.c,70342.12350845337
15878.c,82035.98260879517
15879.c,66912.74642944336
15880.c,68362.03336715698
15881.c,69085.31188964844
15882.c,68006.70623779297
15883.c,68003.49950790405
15884.c,69101.4051437378
15885.c,68896.0075378418
15886.c,68131.88791275024
15887.c,67737.00714111328
15888.c,67747.33066558838
15889.c,67712.1639251709
15890.c,67642.59338378906
15891.c,68273.35357666016
15892.c,69162.4402999878
15893.c,70656.31151199341
15894.c,68443.08376312256
15895.c,68132.49588012695
15896.c,67935.50252914429
15897.c,67742.52653121948
15898.c,67692.78049468994
15899.c,68885.80322265625
15900.c,68251.44290924072
15901.c,71020.48397064209
15902.c,68579.14924621582
15903.c,68200.76704025269
15904.c,81867.58756637573
15905.c,70768.47553253174
15906.c,69249.82070922852
15907.c,67994.10581588745
15908.c,68935.4658126831
15910.c,69230.67569732666
15911.c,68442.27313995361
15912.c,70474.4815826416
15913.c,68784.79719161987
15914.c,68112.8978729248
15915.c,69204.21123504639
15916.c,70654.48760986328
15917.c,67901.40867233276
15918.c,67792.27256774902
15919.c,69702.64911651611
15920.c,67970.76463699341
15921.c,68142.73595809937
15922.c,72252.42853164673
15924.c,67696.17795944214
15925.c,68853.83129119873
15926.c,68776.41677856445
15927.c,68362.8797531128
15928.c,68928.83777618408
15929.c,68888.21125030518
15930.c,69430.02939224243
15931.c,70522.40371704102
15932.c,96156.1918258667
15933.c,68374.51457977295
15934.c,68020.67756652832
15935.c,69217.58651733398
15936.c,67832.54146575928
15937.c,69108.73651504517
15938.c,67853.48653793335
15939.c,67807.25717544556
15940.c,67729.91418838501
15942.c,68225.34799575806
15943.c,67940.49739837646
15944.c,67829.48970794678
15945.c,68907.94038772583
15946.c,68539.54792022705
15947.c,68623.41165542603
15948.c,68806.06412887573
15949.c,68546.40245437622
15950.c,68128.81231307983
15951.c,68379.70018386841
15952.c,68247.74742126465
15953.c,69049.25107955933
15954.c,68408.3104133606
15955.c,67941.70141220093
15956.c,67694.53287124634
15957.c,68599.02143478394
15958.c,68431.61582946777
15959.c,68373.5728263855
15960.c,74310.61267852783
15961.c,68265.12813568115
15962.c,68038.42782974243
15963.c,69485.68820953369
15964.c,68450.4508972168
15965.c,68813.55047225952
15966.c,69416.64218902588
15967.c,69530.3201675415
15968.c,67941.20073318481
15969.c,68490.54098129272
15970.c,57687.79516220093
15972.c,69139.31369781494
15973.c,70467.71049499512
15974.c,111807.382106781
15975.c,69617.48600006104
15976.c,72395.53928375244
15977.c,68114.91250991821
15978.c,68352.83041000366
15979.c,70283.47253799438
15980.c,68101.966381073
15981.c,70566.45154953003
15982.c,68961.06004714966
15983.c,82709.14554595947
15984.c,60308.825969696045
15985.c,68531.89468383789
15986.c,70463.27590942383
15987.c,67746.26970291138
15988.c,68320.36972045898
15989.c,68807.0297241211
15990.c,67849.82681274414
15991.c,68600.63076019287
15992.c,68161.82136535645
15993.c,70317.8882598877
15994.c,68391.22772216797
15995.c,68354.35628890991
15996.c,68691.14637374878
15997.c,68384.30166244507
15998.c,67791.56923294067
15999.c,69286.19146347046
16000.c,67982.90014266968
16001.c,82258.17680358887
16002.c,68546.68855667114
16003.c,68579.51879501343
16004.c,69183.49266052246
16005.c,67895.48397064209
16006.c,68156.45694732666
16007.c,67841.49408340454
16008.c,67723.2027053833
16009.c,67888.86785507202
16010.c,72183.39443206787
16011.c,69119.131565094
16012.c,67658.07867050171
16013.c,67820.94240188599
16014.c,68213.3436203003
16015.c,69704.25844192505
16016.c,68712.58020401001
16017.c,68500.05388259888
16018.c,69547.85585403442
16019.c,68027.93741226196
16020.c,69223.43969345093
16021.c,66742.21754074097
16022.c,67763.75770568848
16023.c,67674.43418502808
16024.c,66904.95014190674
16025.c,68497.94387817383
16026.c,68539.84594345093
16027.c,67942.27361679077
16028.c,68512.6543045044
16029.c,68426.59711837769
16030.c,67902.95839309692
16031.c,68624.94945526123
16032.c,68277.49013900757
16033.c,69423.87819290161
16034.c,68426.57327651978
16035.c,67796.01573944092
16036.c,68501.46055221558
16037.c,68467.33093261719
16038.c,75252.05612182617
16039.c,68349.46870803833
16040.c,69583.63056182861
16041.c,68375.3252029419
16042.c,68317.44909286499
16043.c,68616.71209335327
16044.c,68024.33729171753
16045.c,70865.33308029175
16046.c,111302.32810974121
16047.c,69030.54714202881
16048.c,67521.73900604248
16049.c,68242.26379394531
16050.c,78384.1609954834
16051.c,69056.28442764282
16052.c,68736.77968978882
16053.c,68734.19284820557
16054.c,74716.2938117981
16055.c,68233.68072509766
16056.c,68314.67151641846
16057.c,69073.55785369873
16058.c,69269.18029785156
